date,count,day_of_week,Public Holiday
2023-06-10,4876,Saturday,Working Day
2023-06-11,1974,Sunday,Working Day
2023-06-12,4974,Monday,Working Day
2023-06-13,5062,Tuesday,Working Day
2023-06-14,4575,Wednesday,Working Day
2023-06-15,4684,Thursday,Working Day
2023-06-16,4309,Friday,Working Day
2023-06-17,4458,Saturday,Working Day
2023-06-18,1858,Sunday,Working Day
2023-06-19,4806,Monday,Working Day
2023-06-20,5126,Tuesday,Working Day
2023-06-21,4871,Wednesday,Working Day
2023-06-22,4934,Thursday,Working Day
2023-06-23,4402,Friday,Working Day
2023-06-24,5024,Saturday,Working Day
2023-06-25,1721,Sunday,Working Day
2023-06-26,4681,Monday,Working Day
2023-06-27,4437,Tuesday,Working Day
2023-06-28,3945,Wednesday,Working Day
2023-06-29,4914,Thursday,Bakrid (Idul Azha)
2023-06-30,4350,Friday,Working Day
2023-07-01,4466,Saturday,Working Day
2023-07-02,1841,Sunday,Working Day
2023-07-03,4946,Monday,Working Day
2023-07-04,4849,Tuesday,Working Day
2023-07-05,4873,Wednesday,Working Day
2023-07-06,4757,Thursday,Working Day
2023-07-07,4685,Friday,Working Day
2023-07-08,5309,Saturday,Working Day
2023-07-09,1830,Sunday,Working Day
2023-07-10,5050,Monday,Working Day
2023-07-11,5016,Tuesday,Working Day
2023-07-12,5079,Wednesday,Working Day
2023-07-13,4872,Thursday,Working Day
2023-07-14,4555,Friday,Working Day
2023-07-15,4707,Saturday,Working Day
2023-07-16,1839,Sunday,Working Day
2023-07-17,4387,Monday,Working Day
2023-07-18,4844,Tuesday,Working Day
2023-07-19,4994,Wednesday,Working Day
2023-07-20,4959,Thursday,Working Day
2023-07-21,4406,Friday,Working Day
2023-07-22,4955,Saturday,Working Day
2023-07-23,1899,Sunday,Working Day
2023-07-24,4764,Monday,Working Day
2023-07-25,4463,Tuesday,Working Day
2023-07-26,4628,Wednesday,Working Day
2023-07-27,4528,Thursday,Working Day
2023-07-28,4348,Friday,Working Day
2023-07-29,5207,Saturday,Muharram
2023-07-30,1757,Sunday,Working Day
2023-07-31,4445,Monday,Working Day
2023-08-01,4347,Tuesday,Working Day
2023-08-02,3984,Wednesday,Working Day
2023-08-03,3299,Thursday,Working Day
2023-08-04,3924,Friday,Working Day
2023-08-05,4569,Saturday,Working Day
2023-08-06,1487,Sunday,Working Day
2023-08-07,4862,Monday,Working Day
2023-08-08,4705,Tuesday,Working Day
2023-08-09,4623,Wednesday,Working Day
2023-08-10,4532,Thursday,Working Day
2023-08-11,4091,Friday,Working Day
2023-08-12,4742,Saturday,Working Day
2023-08-13,1782,Sunday,Working Day
2023-08-14,4924,Monday,Working Day
2023-08-15,4585,Tuesday,Independence Day
2023-08-16,4158,Wednesday,Working Day
2023-08-17,4206,Thursday,Working Day
2023-08-18,4040,Friday,Working Day
2023-08-19,4175,Saturday,Working Day
2023-08-20,1712,Sunday,Working Day
2023-08-21,4131,Monday,Working Day
2023-08-22,4826,Tuesday,Working Day
2023-08-23,4439,Wednesday,Working Day
2023-08-24,4450,Thursday,Working Day
2023-08-25,4047,Friday,Working Day
2023-08-26,4621,Saturday,Working Day
2023-08-27,1808,Sunday,Working Day
2023-08-28,4837,Monday,Working Day
2023-08-29,4569,Tuesday,Working Day
2023-08-30,4364,Wednesday,Working Day
2023-08-31,4258,Thursday,Working Day
2023-09-01,4144,Friday,Working Day
2023-09-02,4443,Saturday,Working Day
2023-09-03,1890,Sunday,Working Day
2023-09-04,4696,Monday,Working Day
2023-09-05,4730,Tuesday,Working Day
2023-09-06,5317,Wednesday,Krishna Jayanthi 3
2023-09-07,4315,Thursday,Working Day
2023-09-08,4251,Friday,Working Day
2023-09-09,4582,Saturday,Working Day
2023-09-10,1809,Sunday,Working Day
2023-09-11,4425,Monday,Working Day
2023-09-12,4739,Tuesday,Working Day
2023-09-13,4549,Wednesday,Working Day
2023-09-14,4124,Thursday,Working Day
2023-09-15,3933,Friday,Working Day
2023-09-16,4218,Saturday,Working Day
2023-09-17,1688,Sunday,Vinayakar Chathurthi
2023-09-18,3817,Monday,Working Day
2023-09-19,4307,Tuesday,Working Day
2023-09-20,4311,Wednesday,Working Day
2023-09-21,4431,Thursday,Working Day
2023-09-22,4294,Friday,Working Day
2023-09-23,4409,Saturday,Working Day
2023-09-24,1856,Sunday,Working Day
2023-09-25,4843,Monday,Working Day
2023-09-26,4517,Tuesday,Working Day
2023-09-27,4374,Wednesday,Working Day
2023-09-28,5975,Thursday,Milad-un-Nabi
2023-09-29,5166,Friday,Working Day
2023-09-30,4849,Saturday,Working Day
2023-10-01,1844,Sunday,Working Day
2023-10-02,5601,Monday,Gandhi Jayanthi
2023-10-03,4579,Tuesday,Working Day
2023-10-04,4485,Wednesday,Working Day
2023-10-05,4426,Thursday,Working Day
2023-10-06,3917,Friday,Working Day
2023-10-07,4262,Saturday,Working Day
2023-10-08,1710,Sunday,Working Day
2023-10-09,4489,Monday,Working Day
2023-10-10,4535,Tuesday,Working Day
2023-10-11,4588,Wednesday,Working Day
2023-10-12,4448,Thursday,Working Day
2023-10-13,4124,Friday,Working Day
2023-10-14,4232,Saturday,Working Day
2023-10-15,1621,Sunday,Working Day
2023-10-16,4538,Monday,Working Day
2023-10-17,4410,Tuesday,Working Day
2023-10-18,3998,Wednesday,Working Day
2023-10-19,3999,Thursday,Working Day
2023-10-20,3664,Friday,Working Day
2023-10-21,4157,Saturday,Working Day
2023-10-22,1562,Sunday,Working Day
2023-10-23,3753,Monday,Ayutha Pooja
2023-10-24,4104,Tuesday,Vijaya Dasami
2023-10-25,3856,Wednesday,Working Day
2023-10-26,4093,Thursday,Working Day
2023-10-27,3767,Friday,Working Day
2023-10-28,4167,Saturday,Working Day
2023-10-29,1596,Sunday,Working Day
2023-10-30,3467,Monday,Working Day
2023-10-31,4007,Tuesday,Working Day
2023-11-01,3604,Wednesday,Working Day
2023-11-02,3787,Thursday,Working Day
2023-11-03,3631,Friday,Working Day
2023-11-04,3724,Saturday,Working Day
2023-11-05,1422,Sunday,Working Day
2023-11-06,3845,Monday,Working Day
2023-11-07,3518,Tuesday,Working Day
2023-11-08,3161,Wednesday,Working Day
2023-11-09,2945,Thursday,Working Day
2023-11-10,2548,Friday,Working Day
2023-11-11,2148,Saturday,Working Day
2023-11-12,1396,Sunday,Deepavali
2023-11-13,3470,Monday,Working Day
2023-11-14,4154,Tuesday,Working Day
2023-11-15,4438,Wednesday,Working Day
2023-11-16,4365,Thursday,Working Day
2023-11-17,4449,Friday,Working Day
2023-11-18,4092,Saturday,Working Day
2023-11-19,1756,Sunday,Working Day
2023-11-20,4619,Monday,Working Day
2023-11-21,4797,Tuesday,Working Day
2023-11-22,4630,Wednesday,Working Day
2023-11-23,3939,Thursday,Working Day
2023-11-24,3929,Friday,Working Day
2023-11-25,4388,Saturday,Working Day
2023-11-26,1548,Sunday,Working Day
2023-11-27,4198,Monday,Working Day
2023-11-28,4368,Tuesday,Working Day
2023-11-29,4191,Wednesday,Working Day
2023-11-30,4143,Thursday,Working Day
2023-12-01,3918,Friday,Working Day
2023-12-02,4294,Saturday,Working Day
2023-12-03,1686,Sunday,Working Day
2023-12-04,4782,Monday,Working Day
2023-12-05,4325,Tuesday,Working Day
2023-12-06,4480,Wednesday,Working Day
2023-12-07,4221,Thursday,Working Day
2023-12-08,4087,Friday,Working Day
2023-12-09,4705,Saturday,Working Day
2023-12-10,1549,Sunday,Working Day
2023-12-11,4398,Monday,Working Day
2023-12-12,4470,Tuesday,Working Day
2023-12-13,4130,Wednesday,Working Day
2023-12-14,4016,Thursday,Working Day
2023-12-15,4083,Friday,Working Day
2023-12-16,4318,Saturday,Working Day
2023-12-17,1486,Sunday,Working Day
2023-12-18,3613,Monday,Working Day
2023-12-19,3668,Tuesday,Working Day
2023-12-20,3916,Wednesday,Working Day
2023-12-21,3702,Thursday,Working Day
2023-12-22,3587,Friday,Working Day
2023-12-23,4221,Saturday,Working Day
2023-12-24,1709,Sunday,Working Day
2023-12-25,4572,Monday,Christmas
2023-12-26,4909,Tuesday,Working Day
2023-12-27,5060,Wednesday,Working Day
2023-12-28,5012,Thursday,Working Day
2023-12-29,4678,Friday,Working Day
2023-12-30,4472,Saturday,Working Day
2023-12-31,1399,Sunday,Working Day
2024-01-01,2373,Monday,New Year's Day
2024-01-02,4032,Tuesday,Working Day
2024-01-03,4116,Wednesday,Working Day
2024-01-04,4115,Thursday,Working Day
2024-01-05,3926,Friday,Working Day
2024-01-06,4129,Saturday,Working Day
2024-01-07,1340,Sunday,Working Day
2024-01-08,4298,Monday,Working Day
2024-01-09,3786,Tuesday,Working Day
2024-01-10,3425,Wednesday,Working Day
2024-01-11,3463,Thursday,Working Day
2024-01-12,3189,Friday,Working Day
2024-01-13,3410,Saturday,Working Day
2024-01-14,1307,Sunday,Working Day
2024-01-15,1442,Monday,Pongal
2024-01-16,3261,Tuesday,Thiruvalluvar Day
2024-01-17,3913,Wednesday,Uzhavar Thirunal
2024-01-18,4181,Thursday,Working Day
2024-01-19,4114,Friday,Working Day
2024-01-20,4154,Saturday,Working Day
2024-01-21,1609,Sunday,Working Day
2024-01-22,4407,Monday,Working Day
2024-01-23,4573,Tuesday,Working Day
2024-01-24,4065,Wednesday,Working Day
2024-01-25,4627,Thursday,Thai Poosam
2024-01-26,4702,Friday,Republic Day
2024-01-27,4453,Saturday,Working Day
2024-01-28,1625,Sunday,Working Day
2024-01-29,4690,Monday,Working Day
2024-01-30,4879,Tuesday,Working Day
2024-01-31,4574,Wednesday,Working Day
2024-02-01,4150,Thursday,Working Day
2024-02-02,3957,Friday,Working Day
2024-02-03,4405,Saturday,Working Day
2024-02-04,1794,Sunday,Working Day
2024-02-05,4841,Monday,Working Day
2024-02-06,4815,Tuesday,Working Day
2024-02-07,4366,Wednesday,Working Day
2024-02-08,3996,Thursday,Working Day
2024-02-09,3410,Friday,Working Day
2024-02-10,4191,Saturday,Working Day
2024-02-11,1559,Sunday,Working Day
2024-02-12,4582,Monday,Working Day
2024-02-13,4541,Tuesday,Working Day
2024-02-14,4397,Wednesday,Working Day
2024-02-15,4132,Thursday,Working Day
2024-02-16,3931,Friday,Working Day
2024-02-17,4815,Saturday,Working Day
2024-02-18,1416,Sunday,Working Day
2024-02-19,4526,Monday,Working Day
2024-02-20,4568,Tuesday,Working Day
2024-02-21,3938,Wednesday,Working Day
2024-02-22,4120,Thursday,Working Day
2024-02-23,3914,Friday,Working Day
2024-02-24,4302,Saturday,Working Day
2024-02-25,1720,Sunday,Working Day
2024-02-26,4494,Monday,Working Day
2024-02-27,4550,Tuesday,Working Day
2024-02-28,4630,Wednesday,Working Day
2024-02-29,4448,Thursday,Working Day
2024-03-01,4166,Friday,Working Day
2024-03-02,4503,Saturday,Working Day
2024-03-03,1723,Sunday,Working Day
2024-03-04,4465,Monday,Working Day
2024-03-05,4845,Tuesday,Working Day
2024-03-06,4613,Wednesday,Working Day
2024-03-07,4190,Thursday,Working Day
2024-03-08,3511,Friday,Working Day
2024-03-09,4072,Saturday,Working Day
2024-03-10,1744,Sunday,Working Day
2024-03-11,4419,Monday,Working Day
2024-03-12,4226,Tuesday,Working Day
2024-03-13,4275,Wednesday,Working Day
2024-03-14,3966,Thursday,Working Day
2024-03-15,3692,Friday,Working Day
2024-03-16,3915,Saturday,Working Day
2024-03-17,1679,Sunday,Working Day
2024-03-18,4584,Monday,Working Day
2024-03-19,4905,Tuesday,Working Day
2024-03-20,4503,Wednesday,Working Day
2024-03-21,4673,Thursday,Working Day
2024-03-22,4128,Friday,Working Day
2024-03-23,4186,Saturday,Working Day
2024-03-24,1413,Sunday,Working Day
2024-03-25,4052,Monday,Working Day
2024-03-26,4372,Tuesday,Working Day
2024-03-27,4298,Wednesday,Working Day
2024-03-28,4346,Thursday,Working Day
2024-03-29,4801,Friday,Good Friday
2024-03-30,4062,Saturday,Working Day
2024-03-31,1659,Sunday,Working Day
2024-04-01,4172,Monday,*Annual closing of Accounts for Commercial Banks & Co-operative Banks
2024-04-02,4207,Tuesday,Working Day
2024-04-03,4199,Wednesday,Working Day
2024-04-04,3944,Thursday,Working Day
2024-04-05,3806,Friday,Working Day
2024-04-06,3751,Saturday,Working Day
2024-04-07,1338,Sunday,Working Day
2024-04-08,4247,Monday,Working Day
2024-04-09,4628,Tuesday,Telugu New Year's Day
2024-04-10,4045,Wednesday,Working Day
2024-04-11,4236,Thursday,Ramzan (Idul Fitr)
2024-04-12,4125,Friday,Working Day
2024-04-13,3858,Saturday,Working Day
2024-04-14,1326,Sunday,Tamil New Year's Day / Dr. B.R.Ambedkar's Birthday
2024-04-15,4511,Monday,Working Day
2024-04-16,4550,Tuesday,Working Day
2024-04-17,4280,Wednesday,Working Day
2024-04-18,3866,Thursday,Working Day
2024-04-19,2524,Friday,Working Day
2024-04-20,4279,Saturday,Working Day
2024-04-21,1321,Sunday,Mahaveer Jayanthi
2024-04-22,4325,Monday,Working Day
2024-04-23,2793,Tuesday,Working Day
2024-04-24,4586,Wednesday,Working Day
2024-04-25,4849,Thursday,Working Day
2024-04-26,4294,Friday,Working Day
2024-04-27,4379,Saturday,Working Day
2024-04-28,1779,Sunday,Working Day
2024-04-29,5645,Monday,Working Day
2024-04-30,5365,Tuesday,Working Day
2024-05-01,5492,Wednesday,May Day
2024-05-02,5334,Thursday,Working Day
2024-05-03,4829,Friday,Working Day
2024-05-04,4705,Saturday,Working Day
2024-05-05,1579,Sunday,Working Day
2024-05-06,5222,Monday,Working Day
2024-05-07,4871,Tuesday,Working Day
2024-05-08,4952,Wednesday,Working Day
2024-05-09,5024,Thursday,Working Day
2024-05-10,4466,Friday,Working Day
2024-05-11,4563,Saturday,Working Day
2024-05-12,1734,Sunday,Working Day
2024-05-13,4959,Monday,Working Day
2024-05-14,5130,Tuesday,Working Day
2024-05-15,5226,Wednesday,Working Day
2024-05-16,5092,Thursday,Working Day
2024-05-17,4710,Friday,Working Day
2024-05-18,4324,Saturday,Working Day
2024-05-19,1764,Sunday,Working Day
2024-05-20,4918,Monday,Working Day
2024-05-21,5014,Tuesday,Working Day
2024-05-22,4719,Wednesday,Working Day
2024-05-23,4885,Thursday,Working Day
2024-05-24,4795,Friday,Working Day
2024-05-25,4718,Saturday,Working Day
2024-05-26,1851,Sunday,Working Day
2024-05-27,5501,Monday,Working Day
2024-05-28,5630,Tuesday,Working Day
2024-05-29,5424,Wednesday,Working Day
2024-05-30,5148,Thursday,Working Day
2024-05-31,4623,Friday,Working Day
2024-06-01,4625,Saturday,Working Day
2024-06-02,1604,Sunday,Working Day
2024-06-03,5306,Monday,Working Day
2024-06-04,4394,Tuesday,Working Day
2024-06-05,4849,Wednesday,Working Day
2024-06-06,4944,Thursday,Working Day
2024-06-07,4470,Friday,Working Day
2024-06-08,4530,Saturday,Working Day
2024-06-09,1493,Sunday,Working Day
2024-06-10,4095,Monday,Working Day
2024-06-11,4559,Tuesday,Working Day
2024-06-12,4040,Wednesday,Working Day
2024-06-13,4772,Thursday,Working Day
2024-06-14,4394,Friday,Working Day
2024-06-15,4660,Saturday,Working Day
2024-06-16,1870,Sunday,Working Day
2024-06-17,5292,Monday,Bakrid (Idul Azha)
2024-06-18,5053,Tuesday,Working Day
2024-06-19,5002,Wednesday,Working Day
2024-06-20,4875,Thursday,Working Day
2024-06-21,4434,Friday,Working Day
2024-06-22,5057,Saturday,Working Day
2024-06-23,1665,Sunday,Working Day
2024-06-24,5136,Monday,Working Day
2024-06-25,5090,Tuesday,Working Day
2024-06-26,4891,Wednesday,Working Day
2024-06-27,4998,Thursday,Working Day
2024-06-28,4560,Friday,Working Day
2024-06-29,4940,Saturday,Working Day
2024-06-30,1804,Sunday,Working Day
2024-07-01,5150,Monday,Working Day
2024-07-02,5132,Tuesday,Working Day
2024-07-03,5176,Wednesday,Working Day
2024-07-04,4862,Thursday,Working Day
2024-07-05,4230,Friday,Working Day
2024-07-06,4898,Saturday,Working Day
2024-07-07,1764,Sunday,Working Day
2024-07-08,5040,Monday,Working Day
2024-07-09,4988,Tuesday,Working Day
2024-07-10,4568,Wednesday,Working Day
2024-07-11,4676,Thursday,Working Day
2024-07-12,4108,Friday,Working Day
2024-07-13,5002,Saturday,Working Day
2024-07-14,1902,Sunday,Working Day
2024-07-15,5098,Monday,Working Day
2024-07-16,4841,Tuesday,Working Day
2024-07-17,5583,Wednesday,Muharram
2024-07-18,4724,Thursday,Working Day
2024-07-19,4238,Friday,Working Day
2024-07-20,4746,Saturday,Working Day
2024-07-21,1793,Sunday,Working Day
2024-07-22,5009,Monday,Working Day
2024-07-23,5027,Tuesday,Working Day
2024-07-24,4715,Wednesday,Working Day
2024-07-25,4643,Thursday,Working Day
2024-07-26,4282,Friday,Working Day
2024-07-27,4808,Saturday,Working Day
2024-07-28,1840,Sunday,Working Day
2024-07-29,4790,Monday,Working Day
2024-07-30,4782,Tuesday,Working Day
2024-07-31,4302,Wednesday,Working Day
2024-08-01,4372,Thursday,Working Day
2024-08-02,3909,Friday,Working Day
2024-08-03,3536,Saturday,Working Day
2024-08-04,1691,Sunday,Working Day
2024-08-05,4522,Monday,Working Day
2024-08-06,4608,Tuesday,Working Day
2024-08-07,4326,Wednesday,Working Day
2024-08-08,4543,Thursday,Working Day
2024-08-09,4187,Friday,Working Day
2024-08-10,4783,Saturday,Working Day
2024-08-11,1731,Sunday,Working Day
2024-08-12,4442,Monday,Working Day
2024-08-13,4561,Tuesday,Working Day
2024-08-14,4181,Wednesday,Working Day
2024-08-15,4630,Thursday,Independence Day
2024-08-16,3946,Friday,Working Day
2024-08-17,2640,Saturday,Working Day
2024-08-18,1476,Sunday,Working Day
2024-08-19,4776,Monday,Working Day
2024-08-20,5017,Tuesday,Working Day
2024-08-21,4611,Wednesday,Working Day
2024-08-22,4393,Thursday,Working Day
2024-08-23,4222,Friday,Working Day
2024-08-24,5135,Saturday,Working Day
2024-08-25,1576,Sunday,Working Day
2024-08-26,5404,Monday,Krishna Jayanthi
2024-08-27,4468,Tuesday,Working Day
2024-08-28,4621,Wednesday,Working Day
2024-08-29,4290,Thursday,Working Day
2024-08-30,3903,Friday,Working Day
2024-08-31,4360,Saturday,Working Day
